Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
IMG_20220503_143242.jpg,Anthracnose,148.5450980392157,236.040276816609,191.31712622549026,231.0493348712034,0.36260895111757235,0.3378702588310643,0.3512388605710666,0.3397653159837825,3.90015318627451,4.760000000000001,4.331617647058824,4.736193771626298,7.434218381000582,7.51780222573813,7.477648376436338,7.518378199487867,0.0010241050382890594,0.000947211472356845,0.00098453402931715,0.0009518849181273401,0.032001641181181,0.030776800879182442,0.03137728524453876,0.03085263227226066,0.9811277815603052,0.9699173253633467,0.9755987863801118,0.9705523188041205
IMG_20220503_143328.jpg,Anthracnose,122.8858455882353,169.26591311034218,122.265931372549,171.5287351018839,0.3637089903656688,0.35350498218466536,0.3782189492013997,0.35354114976521256,3.537254901960784,3.9612456747404847,3.390655637254902,3.950757400999616,7.368924135171231,7.409342851872431,7.323398507107841,7.407605705032189,0.0010769920833108059,0.001047260768748778,0.0011261975421487528,0.0010433210779694497,0.032817557546392845,0.03236140863356813,0.03355886681860329,0.032300481079535794,0.9802140937358081,0.9727915147880443,0.9803088286808368,0.9724286506068631
IMG_20220503_143336.jpg,Anthracnose,175.21266850490196,198.25150326797387,133.98494178921572,215.8894579008074,0.38539001479664825,0.3584482436540631,0.37364236332658374,0.3653841272707557,4.079365808823529,4.504113802383699,3.8833792892156875,4.539823144944252,7.529310076008372,7.61230236465949,7.55495215716889,7.599736035411932,0.0009398656109579248,0.0008611805029887508,0.000902772967240665,0.0008799977413827024,0.03065722771155156,0.029345877103756003,0.030046180576583523,0.02966475587937144,0.9773586339823247,0.9744517927253084,0.9826932137828511,0.9721786161486597
IMG_20220503_143344.jpg,Anthracnose,156.0819699754902,194.51410995770863,129.74034926470588,198.68841214917342,0.38741384249316924,0.36467297673784205,0.3791424354354425,0.36832421284083344,3.6377604166666666,4.102237600922722,3.522487745098039,4.071695501730105,7.225392447046051,7.300582305369013,7.2502898691318505,7.292337272840592,0.0012135402352385501,0.0011183186427129069,0.0011683589666909963,0.0011326884153183329,0.03483590439817158,0.03344127154748914,0.03418126631198728,0.033655436638355074,0.9767019472307485,0.9709168294649076,0.9805698990620756,0.9702917240150577
IMG_20220503_143352.jpg,Anthracnose,175.9235906862745,267.2843521722415,197.00301776960782,263.7061130334487,0.37093996651424244,0.3469072572377002,0.3593997503879346,0.3499968861633917,4.394515931372549,5.270542099192619,4.670603553921569,5.184344482891196,7.519996118824526,7.6087802308597805,7.558964335597973,7.600026065698598,0.0010540153154360702,0.0009686057812620792,0.0010109214680050942,0.0009791784752589021,0.03246560203409249,0.031122432123182133,0.03179499124084003,0.031291827611357285,0.9783344944542723,0.9669687887293184,0.9756138274286812,0.9674099163263219
IMG_20220503_143401.jpg,Anthracnose,150.98180147058824,237.001476355248,168.05104166666666,212.79008073817764,0.367906463043033,0.34596907694475587,0.3592716621208481,0.3504356754988879,3.7206801470588236,4.546881968473664,4.01390931372549,4.369288735101884,7.363769421598797,7.444650883213078,7.392590716429063,7.431147177765368,0.001097709189374279,0.0010241197563827004,0.0010670665372843379,0.0010377951519843977,0.033131694634809715,0.03200187113877406,0.03266598440709139,0.03221482813836507,0.9810562523554215,0.970139615741285,0.9788015661053001,0.973190777870327
IMG_20220503_143424.jpg,Anthracnose,115.46299019607844,150.39341791618608,99.12077205882352,140.8602845059593,0.38457871889431966,0.36352585862453,0.37417529805456096,0.36432226119054034,3.341544117647059,3.846735870818916,3.340257352941176,3.7188158400615157,7.188159677151036,7.266007231551373,7.220304213338083,7.257118472695684,0.0012428548270947473,0.0011621909238173412,0.0011960013689146002,0.0011595814521992772,0.03525414623976515,0.03409092142810665,0.034583252723169346,0.034052627684207824,0.9797121334592913,0.9735876302739466,0.982556759970033,0.9752609797594921
IMG_20220503_143433.jpg,Anthracnose,348.88544730392164,428.5174932718186,308.13570772058824,385.166828143022,0.3600024232931665,0.3404272669063882,0.35116659339044726,0.34036177779355165,7.150030637254904,8.001384083044984,7.033563112745098,7.686043829296425,7.724190395493357,7.799003592491058,7.749593146487772,7.78858716033547,0.0011243200247125508,0.001042246520096003,0.0010817094602661836,0.0010465639084485444,0.03353088165725069,0.03228384301931855,0.03288935177631483,0.03235064000060191,0.9594024057832565,0.95022618475677,0.9641159445772846,0.9552604312500271
IMG_20220503_143441.jpg,Anthracnose,131.37898284313724,166.00738177623992,107.31089154411765,171.21262591311034,0.4289619002322387,0.4022388815883634,0.41397298503484375,0.4029728531216681,3.0106004901960786,3.4478123798539024,2.940487132352941,3.451088043060362,7.019762935652183,7.107057585700797,7.05735850246501,7.1018729734611465,0.0014405918377997644,0.001322078678815308,0.0013716428786779724,0.0013222877487305993,0.037955129268647796,0.03636039987149905,0.0370356973564421,0.03636327472506566,0.983363500044939,0.978999802714572,0.9863865608711722,0.9783406280181083
IMG_20220503_143451.jpg,Anthracnose,164.7005055147059,224.41484044598232,174.5820465686275,241.2164705882353,0.4169451724148993,0.40355712754879236,0.43298246735828505,0.399627664036372,3.804335171568627,4.358400615148021,3.7592218137254907,4.511664744329105,7.155888436602581,7.205765714966935,7.110789346671615,7.224183551055816,0.001426790758812716,0.0013757051120875787,0.0015031683605389158,0.0013524012664220915,0.037772883909131375,0.03709049894632827,0.03877071524409778,0.036775008720897555,0.9799435344989268,0.9727394730603296,0.9788134254162377,0.9706991721165488
IMG_20220503_143501.jpg,Anthracnose,203.68417585784312,268.27841599384857,207.84211090686276,285.0443214148405,0.37957972264957335,0.3679247248608577,0.3945023482204462,0.367812643142736,4.838955269607843,5.375747789311804,4.667172181372549,5.478923490965014,7.519177904129307,7.561723481224006,7.46661977832499,7.564961920393602,0.0011183407617412775,0.00108083777555168,0.0011843061318813676,0.001081302861511432,0.03344160226037738,0.032876097328479854,0.03441374916921095,0.032883169882349114,0.9770867416389623,0.9698882845934942,0.9766650877353227,0.968007227519586
IMG_20220503_143511.jpg,Anthracnose,125.74692095588236,172.68679738562093,136.96107536764708,170.59715494040753,0.3644993301285623,0.35632376113057523,0.37641188786104995,0.352586293791777,3.722594975490196,4.096685890042291,3.655989583333334,4.126935793925414,7.350971502881777,7.379026211370213,7.311313357330155,7.385480470188453,0.0010759632150194637,0.0010470090097840403,0.0011233929990117986,0.0010432059003124964,0.03280187822395943,0.032357518597445636,0.0335170553451791,0.032298698121015594,0.9789900345687295,0.9712110817359964,0.9771034284664146,0.9715593324967874
IMG_20220503_143525.jpg,Anthracnose,185.39267769607847,230.99012687427916,183.459068627451,233.3565705497886,0.38091032205791603,0.3708259987302011,0.39169332094585013,0.36858401085269976,4.3742953431372555,4.746589773164168,4.210447303921569,4.791864667435602,7.31309609616028,7.348159504029695,7.27718073162913,7.354728941037336,0.0012440099426527663,0.0012059380940788013,0.0012960864708360365,0.001195245847093087,0.035270525125843624,0.034726619387420964,0.0360012009638017,0.03457232776503612,0.968592427921103,0.9609362409395226,0.9690276434390416,0.9605373270462548
IMG_20220503_143604.jpg,Anthracnose,85.17414215686274,116.90283737024222,84.82705269607843,117.8646520569012,0.36382032459902974,0.35479680390928814,0.37564793655269324,0.35299383835002635,3.2710784313725494,3.559815455594003,3.143290441176471,3.5902652825836223,7.165066625068799,7.194633632801182,7.126782713866598,7.196685281089091,0.0012534688665792604,0.0012196625643495294,0.001303774999774726,0.0012143049112657556,0.035404362253531135,0.03492366768181042,0.036107824633654216,0.03484687807057837,0.9830796133025662,0.9767835711711286,0.9831563334576865,0.976593383701152
